order,col1,col2
36467,IOPC 25130030,
36468,Water mattresses,
36472,2501 Furniture Manufacturing,80
36509,IOPC 25130040,
36510,Mattresses (excl water-mattresses and those of or stuffed with rubber),
36514,2501 Furniture Manufacturing,482
36531,IOPC 25130050,
36532,"Mattress supports (excl unupholstered woven wire, link mesh, wire springs and those of or stuffed with rubber)",
36536,2501 Furniture Manufacturing,157
36555,IOPC 25190010,
36556,"Other assembled domestic furniture nec (excl wooden, metal or plastic)",
36560,2501 Furniture Manufacturing,4
36580,IOPC 25190020,
36581,"Other medical, dental, surgical or veterinary furniture (excl wooden, metal or plastic) and parts",
36585,2501 Furniture Manufacturing,2
36606,IOPC 25190030,
36607,"Other assembled non-domestic furniture nec (excl metal, wood and plastic)",
36611,1402 Other Wood Product Manufacturing,33
36612,2202 Structural Metal Product Manufacturing,3
36613,2204 Other Fabricated Metal Product manufacturing,6
36614,2501 Furniture Manufacturing,7
36642,IOPC 25190040,
36643,"Unassembled or partly assembled domestic furniture and parts nec (excl metal, wood and plastic)",
36647,2501 Furniture Manufacturing,16
36665,IOPC 25190050,
36666,"Unassembled or partly assembled non-domestic furniture and parts nec (excl metal, wood and plastic)",
36670,2501 Furniture Manufacturing,28
36695,IOPC 25191700,
36696,"Furniture - commission production (2511-2513, 2519)",
36700,2501 Furniture Manufacturing,5
36718,IOPC 25910010,
36719,"Badges, coins and medals, sheet metal",
36723,2102 Basic Non-Ferrous Metal Manufacturing,378
36724,2502 Other Manufactured Products,538
36754,IOPC 25910020,
36755,Jewellery and silverware,
36759,2502 Other Manufactured Products,652
36760,3901 Retail Trade,247
36792,IOPC 25910030,
36793,Imitation jewellery (excl incorporating precious metal except as plating or as minor constituents)(excl watch straps),
36797,2502 Other Manufactured Products,171
36798,3901 Retail Trade,14
36822,IOPC 25920010,
36823,Toys (excl fur or leather),
36827,2502 Other Manufactured Products,29
36828,3301 Wholesale Trade,298
36856,IOPC 25920020,
36857,"Other articles for funfair or table games (incl billiards, snooker or pool, pintables articles and accessories)",
36861,2502 Other Manufactured Products,34
36887,IOPC 25920030,
36888,Sporting equipment and accessories (incl fishing gear and gloves specially designed for use in sport),
36892,2502 Other Manufactured Products,148
36893,3301 Wholesale Trade,263
36913,IOPC 25990010,
36914,"Paint brushes or rollers, accessories and parts",
36918,2502 Other Manufactured Products,67
36954,IOPC 25990020,
36955,"Hair brushes, nail brushes, toothbrushes (excl electric) and other brushes for personal use",
36959,2502 Other Manufactured Products,13
36978,IOPC 25990030,
36979,"Advertising signs, name-plates and sign-plates (excl electric and metal)",
36983,2502 Other Manufactured Products,207
37022,IOPC 25990040,
37023,"Pens, pencils and refills, crayons and chalk",
37027,2502 Other Manufactured Products,17
37080,IOPC 25990050,
37081,Typewriter ribbons and ink pads,
37085,2502 Other Manufactured Products,1
37116,IOPC 25990060,
37117,Umbrellas,
37121,2502 Other Manufactured Products,29
37138,IOPC 25990070,
37139,Musical instruments (incl parts and accessories),
37143,2502 Other Manufactured Products,39
37144,3901 Retail Trade,44
37175,IOPC 25990090,
37176,Metal (other than precious) statuettes and other ornaments,
37180,2502 Other Manufactured Products,73
37234,IOPC 25990100,
37235,Articles of precious metal (incl articles for technical or laboratory use)(excl jewellery),
37239,2502 Other Manufactured Products,77
37265,IOPC 25990120,
37266,Manufacturing nec (incl non-textile based sutures),
37270,2502 Other Manufactured Products,196
37341,IOPC 25991700,
37342,Manufacturing products nec - commission production,
37346,2502 Other Manufactured Products,37
37369,IOPC 26110010,
37370,Electricity generated from fossil fuels,
37374,0601 Coal mining,14
37375,0701 Oil and gas extraction,17
37376,0801 Iron Ore Mining,148
37377,0802 Non Ferrous Metal Ore Mining,447
37378,0901 Non Metallic Mineral Mining,7
37379,"1501 Pulp, Paper and Paperboard Manufacturing",29
37380,1803 Basic Chemical Manufacturing,45
37381,2102 Basic Non-Ferrous Metal Manufacturing,274
37382,2201 Forged Iron and Steel Product Manufacturing,11
37383,2202 Structural Metal Product Manufacturing,22
37384,2601 Electricity Generation,"12,319"
37385,"2605 Electricity Transmission, Distribution, On Selling and Electricity Market Operation",97
37504,IOPC 26120010,
37505,Hydro-electricity,
37509,2601 Electricity Generation,n.p.
37602,IOPC 26190010,
37603,Electricity generation nec,
37607,1108 Sugar and Confectionery Manufacturing,98
37608,2601 Electricity Generation,n.p.
37655,IOPC 26400010,
37656,Other electricity service income,
37660,"2605 Electricity Transmission, Distribution, On Selling and Electricity Market Operation","11,445"
37678,IOPC 26401500,
37679,"Margin - Electricity transmission, distribution and on selling (2620-2640)",
37683,"2605 Electricity Transmission, Distribution, On Selling and Electricity Market Operation","15,003"
37813,IOPC 27000010,
37814,Other gas service income,
37818,2701 Gas Supply,"1,000"
37835,IOPC 27001500,
37836,Margin - gas distribution,
37840,2701 Gas Supply,"2,225"
37919,IOPC 28100010,
37920,"Water, sewerage and drainage services",
37924,"2801 Water Supply, Sewerage and Drainage Services","13,563"
38050,IOPC 28101980,
38051,"General government consumption of fixed capital (2811, 2812)",
38055,"2801 Water Supply, Sewerage and Drainage Services",353
38071,IOPC 29000010,
38072,"Waste collection (incl skip and portable toilet hire), treatment disposal remediation and materials recovery services",
38076,"2901 Waste Collection, Treatment and Disposal Services","3,240"
38077,3001 Residential Building Construction,60
38078,3002 Non-Residential Building Construction,50
38079,3101 Heavy and Civil Engineering Construction,58
38190,IOPC 29221980,
38191,General government consumption of fixed capital (2911-2922),
38195,"2901 Waste Collection, Treatment and Disposal Services",367
38211,IOPC 30100010,
38212,Residential building construction,
38216,3001 Residential Building Construction,"38,014"
38217,3002 Non-Residential Building Construction,"10,911"
38218,3101 Heavy and Civil Engineering Construction,"1,212"
38219,3201 Construction Services,"13,523"
38232,IOPC 30109010,
38233,Second hand residential buildings,
38253,IOPC 30200010,
38254,Non-Residential building construction,
38258,"0101 Sheep, Grains, Beef and Dairy Cattle",391
38259,0102 Poultry and Other Livestock,53
38260,0103 Other Agriculture,154
38261,0901 Non Metallic Mineral Mining,14
38262,1101 Meat and Meat product Manufacturing,2
38263,1102 Processed Seafood Manufacturing,1
38264,1104 Fruit and Vegetable Product Manufacturing,1
38265,1106 Grain Mill and Cereal Product Manufacturing,4
38266,1108 Sugar and Confectionery Manufacturing,11
38267,1109 Other Food Product Manufacturing,2
38268,"1205 Wine, Spirits and Tobacco",2
38269,1303 Textile Product Manufacturing,5
38270,1402 Other Wood Product Manufacturing,10
38271,1502 Paper Stationery and Other Converted Paper Product Manufacturing,3
38272,1801 Human Pharmaceutical and Medicinal Product Manufacturing,4
38273,1803 Basic Chemical Manufacturing,1
38274,1901 Polymer Product Manufacturing,1
38275,"2003 Cement, Lime and Ready-Mixed Concrete Manufacturing",1
38276,2102 Basic Non-Ferrous Metal Manufacturing,12
38277,2202 Structural Metal Product Manufacturing,7
38278,2203 Metal Containers and Other Sheet Metal Product manufacturing,1
38279,2204 Other Fabricated Metal Product manufacturing,5
38280,2301 Motor Vehicles and Parts; Other Transport Equipment manufacturing,15
38281,2304 Aircraft Manufacturing,45
38282,2403 Electrical Equipment Manufacturing,2
38283,2405 Specialised and other Machinery and Equipment Manufacturing,1
38284,2501 Furniture Manufacturing,9
38285,3001 Residential Building Construction,"6,935"
38286,3002 Non-Residential Building Construction,"25,621"
38287,3101 Heavy and Civil Engineering Construction,"1,310"
38288,3201 Construction Services,"13,350"
38289,3301 Wholesale Trade,296
38297,IOPC 30201980,
38298,General government consumption of fixed capital (3020),
38302,3002 Non-Residential Building Construction,102
38318,IOPC 30209010,
38319,Second hand non-residential buildings,
38339,IOPC 31010010,
38340,Road and bridge construction (excl repair and maintenance),
38344,0601 Coal mining,83
38345,1101 Meat and Meat product Manufacturing,1
38346,1106 Grain Mill and Cereal Product Manufacturing,1
38347,1108 Sugar and Confectionery Manufacturing,3
38348,1109 Other Food Product Manufacturing,1
38349,"1205 Wine, Spirits and Tobacco",1
38350,1303 Textile Product Manufacturing,1
38351,1402 Other Wood Product Manufacturing,3
38352,1801 Human Pharmaceutical and Medicinal Product Manufacturing,1
38353,2102 Basic Non-Ferrous Metal Manufacturing,3
38354,2202 Structural Metal Product Manufacturing,2
38355,2204 Other Fabricated Metal Product manufacturing,1
38356,2301 Motor Vehicles and Parts; Other Transport Equipment manufacturing,4
38357,2304 Aircraft Manufacturing,12
38358,2403 Electrical Equipment Manufacturing,1
38359,2501 Furniture Manufacturing,2
38360,3001 Residential Building Construction,23
38361,3002 Non-Residential Building Construction,991
38362,3101 Heavy and Civil Engineering Construction,"9,626"
38363,3201 Construction Services,"4,042"
38371,IOPC 31010020,
38372,Repair and maintenance - road and bridge,
38376,3001 Residential Building Construction,4
38377,3002 Non-Residential Building Construction,32
38378,3101 Heavy and Civil Engineering Construction,"1,410"
38379,3201 Construction Services,563
38425,IOPC 31019010,
38426,Second hand roads and bridges,
38446,IOPC 31090010,
38447,Non-building construction nec,
38451,"0101 Sheep, Grains, Beef and Dairy Cattle",51
38452,0102 Poultry and Other Livestock,7
38453,0103 Other Agriculture,37
38454,0601 Coal mining,420
38455,0701 Oil and gas extraction,587
38456,0801 Iron Ore Mining,1
38457,0802 Non Ferrous Metal Ore Mining,591
38458,0901 Non Metallic Mineral Mining,26
38459,1101 Meat and Meat product Manufacturing,2
38460,1102 Processed Seafood Manufacturing,1
38461,1104 Fruit and Vegetable Product Manufacturing,1
38462,1106 Grain Mill and Cereal Product Manufacturing,4
38463,1108 Sugar and Confectionery Manufacturing,10
38464,1109 Other Food Product Manufacturing,2
38465,"1205 Wine, Spirits and Tobacco",2
38466,1303 Textile Product Manufacturing,5
38467,1402 Other Wood Product Manufacturing,9
38468,1601 Printing (including the reproduction of recorded media),12
38469,1801 Human Pharmaceutical and Medicinal Product Manufacturing,4
38470,1803 Basic Chemical Manufacturing,1
38471,"2003 Cement, Lime and Ready-Mixed Concrete Manufacturing",1
38472,2102 Basic Non-Ferrous Metal Manufacturing,11
38473,2202 Structural Metal Product Manufacturing,6
38474,2203 Metal Containers and Other Sheet Metal Product manufacturing,1
38475,2204 Other Fabricated Metal Product manufacturing,5
38476,2301 Motor Vehicles and Parts; Other Transport Equipment manufacturing,14
38477,2304 Aircraft Manufacturing,42
38478,2403 Electrical Equipment Manufacturing,2
38479,2405 Specialised and other Machinery and Equipment Manufacturing,1
38480,2501 Furniture Manufacturing,8
38481,2601 Electricity Generation,649
38482,"2605 Electricity Transmission, Distribution, On Selling and Electricity Market Operation","4,751"
38483,2701 Gas Supply,119
38484,"2801 Water Supply, Sewerage and Drainage Services","1,055"
38485,"2901 Waste Collection, Treatment and Disposal Services",12
38486,3001 Residential Building Construction,459
38487,3002 Non-Residential Building Construction,861
38488,3101 Heavy and Civil Engineering Construction,"31,124"
38489,3201 Construction Services,"19,335"
38490,4701 Rail Transport,106
38491,5801 Telecommunication Services,"1,473"
38499,IOPC 31090020,
